Student_ID,Java,Python,C++,SQL,DSA,OOP,Git,Spring_Boot,React,AWS,Communication,Aptitude,Problem_Solving,Teamwork,CGPA,Projects,Internships,Certifications,Employable
S05343,1,1,1,1,0,0,1,0,0,0,10,2,8,4,7.12,8,1,8,Yes
S05344,1,0,1,1,1,0,1,1,0,1,3,8,7,10,9.14,7,2,1,Yes
S05345,0,1,0,0,0,1,1,0,0,1,6,1,5,8,9.49,2,0,1,No
S05346,1,1,0,0,1,1,1,0,0,0,5,4,4,5,5.52,5,2,8,No
S05347,1,0,1,1,0,1,1,0,0,0,10,9,4,6,8.72,5,2,0,Yes
S05348,1,1,1,1,0,0,1,0,0,1,7,9,10,5,5.57,2,2,2,Yes
S05349,1,1,0,0,0,1,0,0,1,1,8,9,4,10,5.63,6,0,5,No
S05350,0,1,1,1,0,0,1,0,0,1,3,10,7,9,5.08,3,2,6,No
S05351,0,0,0,0,1,1,1,1,0,0,5,1,7,9,9.64,7,2,2,Yes
S05352,0,0,0,1,0,0,1,0,0,0,10,5,7,3,6.82,4,2,7,No
S05353,1,0,0,1,0,1,1,0,0,1,4,2,1,7,6.01,4,3,6,No
S05354,1,0,1,1,1,1,1,0,0,0,6,4,8,1,7.74,5,3,4,Yes
S05355,1,1,1,1,0,1,1,0,1,0,1,1,10,5,6.03,3,1,6,No
S05356,1,1,0,0,1,1,1,0,1,1,5,10,5,6,7.47,8,3,4,Yes
S05357,1,1,0,0,1,0,1,0,0,0,1,4,3,7,9.6,0,3,5,No
S05358,0,1,0,1,1,1,1,0,0,1,6,3,7,5,8.02,6,3,1,Yes
S05359,0,1,1,1,0,1,0,1,0,0,4,3,3,7,9.98,2,2,5,No
S05360,1,1,0,1,0,0,0,0,1,0,7,4,7,1,6.11,6,2,2,No
S05361,0,1,1,0,0,1,0,1,1,1,8,8,8,9,6.89,5,0,2,Yes
S05362,1,0,0,1,1,0,1,0,1,1,9,1,4,9,9.77,7,2,5,Yes
S05363,1,1,1,1,0,0,0,0,0,0,1,1,9,6,9.14,2,3,3,No
S05364,0,0,0,1,0,1,0,0,1,1,8,5,8,10,9.5,7,1,0,Yes
S05365,1,0,1,1,1,1,0,1,0,0,1,7,7,2,6.6,3,0,4,No
S05366,0,0,0,0,0,0,1,0,0,0,7,3,6,7,9.26,6,0,7,Yes
S05367,0,0,1,1,1,0,1,0,0,0,8,1,10,5,9.25,2,0,4,No
S05368,1,1,1,1,1,1,1,1,1,1,2,7,5,4,7.35,3,3,3,Yes
S05369,0,1,1,1,0,0,0,1,1,0,8,2,6,10,5.8,1,0,7,No
S05370,1,0,0,1,0,1,1,0,1,0,9,5,5,5,9.81,2,1,8,Yes
S05371,1,1,0,1,0,0,0,1,0,1,9,3,4,7,8.62,8,0,4,Yes
S05372,1,0,1,1,0,1,0,0,1,0,4,10,2,9,7.86,4,3,7,Yes
S05373,1,1,1,0,0,1,0,1,0,0,7,7,1,10,9.67,4,2,8,Yes
S05374,0,1,0,0,0,1,0,1,1,1,9,6,3,2,6.42,7,3,7,Yes
S05375,1,1,0,0,1,1,0,0,1,1,3,5,4,4,8.68,4,2,3,No
S05376,0,0,0,0,1,1,1,0,0,0,2,5,2,4,7.61,0,2,8,No
S05377,0,0,1,1,0,1,1,0,0,0,2,1,9,1,5.86,1,2,3,No
S05378,1,0,1,1,0,1,1,0,1,0,8,8,5,2,7.92,7,2,8,Yes
S05379,0,0,1,0,0,0,0,1,0,0,8,2,7,5,6.89,7,1,6,No
S05380,1,1,0,1,0,0,1,0,0,1,10,8,10,10,8.18,5,3,6,Yes
S05381,1,1,0,0,0,1,0,0,0,0,1,8,9,1,9.8,5,2,4,No
S05382,1,0,1,0,0,0,1,0,0,0,4,1,2,6,6.6,0,0,1,No
S05383,1,1,0,0,0,1,0,0,1,1,3,9,1,1,8.61,2,1,7,No
S05384,1,1,0,0,0,1,0,1,1,0,3,8,10,4,8.48,3,3,4,Yes
S05385,0,1,1,1,0,0,0,0,0,0,7,4,9,1,5.26,3,3,5,No
S05386,1,1,0,1,1,0,0,0,1,0,6,5,1,5,6.05,4,2,4,No
S05387,1,0,1,1,0,1,0,0,1,0,3,4,4,5,6.62,6,0,3,No
S05388,0,1,0,0,0,0,0,0,1,1,5,9,2,4,5.2,6,1,3,No
S05389,0,0,0,1,0,1,1,0,0,1,5,6,6,10,7.86,4,1,2,No
S05390,0,0,0,1,1,0,0,0,1,0,9,3,6,2,7.88,5,3,1,Yes
S05391,1,1,1,0,0,0,0,0,0,0,7,5,3,5,7.44,1,1,2,No
S05392,0,1,0,1,1,1,0,0,0,0,5,8,5,5,9.59,7,3,3,Yes
S05393,0,1,1,1,0,0,1,0,1,1,8,6,9,1,8.91,7,1,0,Yes
S05394,0,0,0,1,1,0,1,0,0,1,1,4,3,4,8.43,4,1,2,No
S05395,0,1,0,0,0,0,1,0,1,1,3,6,8,10,7.27,6,2,2,Yes
S05396,1,1,0,0,0,1,1,0,0,0,1,7,4,6,7.81,6,1,5,No
S05397,1,0,1,0,1,0,0,0,0,0,7,10,7,3,8.31,2,0,6,No
S05398,1,1,0,1,0,0,0,0,0,0,2,3,3,8,5.71,7,2,5,No
S05399,1,0,1,0,1,1,0,1,0,0,1,1,9,2,9.61,4,0,2,No
S05400,0,0,1,1,1,0,1,0,0,0,2,5,1,1,6.47,4,2,7,No
S05401,1,1,0,1,0,0,0,0,0,1,10,10,2,5,6.67,8,0,2,Yes
S05402,0,1,1,1,1,0,0,1,1,0,5,2,10,10,8.76,7,0,8,Yes
S05403,0,1,0,1,0,1,0,0,1,0,2,8,1,10,6.3,5,2,4,No
S05404,1,0,0,1,1,1,1,0,1,0,1,8,9,10,8.54,4,2,5,Yes
S05405,1,0,0,0,0,1,1,0,0,0,7,5,9,8,5.99,5,1,5,No
S05406,0,1,1,1,0,1,0,0,0,0,4,5,3,3,5.46,4,0,6,No
S05407,0,1,0,0,1,1,0,1,0,1,2,9,5,6,8.64,6,0,8,Yes
S05408,1,0,0,0,1,1,1,1,0,0,10,3,5,1,5.04,3,3,3,No
S05409,1,1,0,1,0,1,0,0,1,0,8,3,2,5,7.59,4,3,5,Yes
S05410,1,0,0,0,0,1,0,1,1,0,4,8,7,2,9.6,6,0,0,Yes
S05411,0,1,1,0,0,0,1,0,0,0,3,2,10,1,7.16,3,1,7,No
S05412,1,1,0,1,1,1,0,0,0,0,10,2,3,9,8.35,1,2,2,No
S05413,0,0,1,1,1,1,1,1,1,0,7,1,10,9,5.46,6,2,4,Yes
S05414,1,1,1,0,1,0,0,1,1,0,7,5,3,8,9.52,3,0,6,Yes
S05415,1,1,1,1,0,0,1,1,1,0,3,5,7,6,5.84,6,3,0,No
S05416,1,1,0,1,0,1,0,1,1,0,4,5,10,3,6.5,3,2,1,No
S05417,1,1,0,1,1,0,1,1,1,0,7,6,6,6,8.42,0,2,1,No
S05418,1,0,1,1,1,1,1,0,1,1,3,10,10,5,7.87,2,0,8,Yes
S05419,1,1,0,0,1,1,1,0,0,0,6,8,7,4,8.92,5,3,6,Yes
S05420,1,0,0,0,1,0,0,1,0,0,2,9,5,6,9.98,0,3,6,Yes
S05421,1,0,0,1,0,0,1,1,1,1,7,6,1,2,5.1,6,2,1,No
S05422,1,0,1,0,0,1,1,1,1,0,1,10,3,4,6.92,1,2,6,No
S05423,0,0,0,1,1,0,1,0,1,1,5,1,8,5,7.32,5,2,6,No
S05424,1,1,0,1,1,0,0,1,0,0,2,1,6,6,5.47,5,1,8,No
S05425,1,0,1,1,1,0,0,0,0,1,9,9,6,3,6.8,5,0,1,No
S05426,0,1,0,0,0,1,0,0,0,0,10,1,1,5,9.46,3,0,1,No
S05427,0,1,0,0,1,1,0,1,0,0,4,9,1,7,6.22,3,3,3,Yes
S05428,1,1,0,1,1,0,1,1,0,0,8,2,2,8,9.4,8,3,2,Yes
S05429,0,1,0,1,1,0,0,0,1,0,2,3,7,7,7.17,3,1,5,No
S05430,0,1,0,1,1,1,0,0,1,1,4,1,2,5,5.18,8,0,8,No
S05431,0,1,0,0,1,1,1,0,0,1,10,3,6,10,7.5,4,2,1,Yes
S05432,1,1,0,0,1,0,0,0,0,0,4,8,6,4,7.37,5,1,2,No
S05433,0,1,0,1,0,1,1,0,0,0,4,10,8,5,7.72,4,1,8,Yes
S05434,1,1,0,1,0,0,1,1,0,0,2,6,3,8,6.46,5,3,7,Yes
S05435,0,0,1,1,0,0,1,0,0,0,7,5,5,8,6.66,6,0,1,No
S05436,0,1,0,0,1,0,1,1,1,0,2,9,8,6,6.72,1,3,4,Yes
S05437,1,1,0,0,0,0,1,0,1,1,7,9,4,8,9.69,2,1,4,Yes
S05438,0,1,1,0,0,1,0,1,1,0,6,5,1,9,6.59,7,2,0,Yes
S05439,1,1,1,0,0,1,0,0,0,0,4,4,6,6,7.53,5,0,1,No
S05440,0,1,0,1,0,0,1,0,0,1,6,9,2,1,7.63,4,1,6,Yes
S05441,1,1,1,0,0,1,1,1,0,0,1,8,1,8,5.76,2,2,5,No
S05442,1,1,1,0,1,1,1,0,0,0,2,3,2,9,9.76,2,0,1,No
S05443,1,1,0,1,0,1,1,0,1,0,3,2,4,6,7.54,1,0,5,No
S05444,0,1,1,0,0,0,0,0,1,0,7,5,6,1,7.83,3,0,2,No
S05445,1,0,0,0,1,1,0,0,0,0,7,10,8,8,8.48,7,2,1,Yes
S05446,1,1,1,0,1,1,1,0,0,1,8,8,10,10,5.32,4,3,5,Yes
S05447,1,0,0,0,1,1,1,1,0,0,4,8,7,2,8.08,5,3,2,Yes
S05448,0,0,0,1,1,0,0,0,0,1,6,3,3,6,6.96,4,3,6,No
S05449,1,1,1,0,0,0,1,1,1,1,4,1,2,5,6.97,1,0,2,No
S05450,1,0,0,1,1,1,0,0,0,0,3,1,5,4,9.85,1,1,6,No
S05451,1,0,0,1,1,0,0,0,0,1,4,2,7,6,9.45,1,1,1,No
S05452,1,0,1,1,0,1,0,0,1,0,3,7,1,3,9.36,6,3,0,Yes
S05453,1,1,0,1,0,1,1,0,1,1,4,1,8,6,9.4,2,3,4,Yes
S05454,1,1,1,1,1,1,1,0,0,0,5,7,10,10,7.94,4,0,8,Yes
S05455,0,1,0,1,0,1,0,0,0,0,5,9,2,3,6.26,6,1,7,No
S05456,1,1,1,1,0,0,1,0,0,0,2,10,2,2,7.09,7,1,4,No
S05457,1,0,0,1,0,0,1,0,0,0,4,7,7,7,7.24,6,1,4,No
S05458,1,0,0,0,1,1,0,1,0,0,7,5,5,7,5.57,0,0,5,No
S05459,0,1,0,0,0,0,0,0,0,1,1,3,4,1,8.95,8,3,2,No
S05460,0,0,1,1,0,0,0,1,0,0,6,5,9,3,6.59,7,2,0,No
S05461,0,0,0,0,0,1,0,0,0,0,4,8,3,3,7.77,7,2,1,No
S05462,1,1,0,1,0,1,0,0,0,1,8,8,6,6,9.26,8,3,6,Yes
S05463,1,1,0,1,1,0,1,0,1,0,6,7,5,8,5.34,7,1,5,Yes
S05464,1,1,0,1,0,1,1,0,1,0,2,3,1,2,6.75,0,3,0,No
S05465,1,0,0,0,0,0,0,0,1,1,9,9,3,9,9.53,2,2,6,Yes
S05466,1,0,1,1,0,1,0,1,1,0,9,4,2,10,5.98,4,3,1,Yes
S05467,0,1,0,1,1,1,0,0,0,1,10,5,9,7,7.33,6,2,8,Yes
S05468,0,1,0,0,1,0,1,0,0,0,6,1,2,5,7.42,1,1,6,No
S05469,0,0,1,1,1,1,0,0,0,0,9,8,2,6,6.16,2,2,0,No
S05470,1,0,1,1,0,1,0,0,0,0,5,7,1,5,8.64,4,1,7,Yes
S05471,0,1,1,1,1,1,0,0,0,0,1,6,4,1,7.02,8,1,1,No
S05472,1,1,1,1,0,1,0,0,0,0,8,7,7,3,9.33,3,3,1,Yes
S05473,1,0,0,1,1,1,1,1,1,0,4,10,2,5,5.52,0,0,8,No
S05474,0,1,1,0,1,0,1,0,0,1,3,10,3,4,6.01,6,2,1,Yes
S05475,1,1,0,1,1,0,0,0,1,0,8,3,2,9,5.54,6,0,2,No
S05476,1,0,1,1,0,1,0,0,1,0,7,8,10,2,5.1,3,0,8,No
S05477,1,1,0,0,0,0,0,0,0,0,9,5,5,3,5.61,5,0,3,No
S05478,0,0,0,1,0,0,0,0,0,0,7,4,2,5,9.94,5,1,7,No
S05479,0,1,1,0,1,1,0,0,1,0,3,9,7,5,8.69,1,3,7,Yes
S05480,1,1,1,0,1,0,1,0,0,1,3,10,10,8,7.31,3,3,4,Yes
S05481,0,1,1,0,1,1,0,1,0,0,9,10,9,6,7.04,1,1,2,Yes
S05482,1,1,0,1,0,1,0,1,1,0,3,10,4,3,9.03,2,2,4,Yes
S05483,1,1,0,0,1,1,0,0,1,0,5,1,9,3,8.38,2,1,3,Yes
S05484,0,0,1,1,0,1,1,0,1,0,7,8,6,6,8.34,5,3,2,Yes
S05485,0,1,0,0,1,0,1,0,0,0,5,4,4,1,9.53,2,0,7,No
S05486,0,0,1,1,1,1,1,1,0,0,4,10,4,5,6.77,2,0,0,No
S05487,1,1,0,1,1,1,1,0,1,0,4,1,4,10,7.4,0,0,8,No
S05488,0,1,0,0,1,1,0,1,1,0,6,4,6,1,6.39,7,0,0,No
S05489,0,1,1,0,0,1,0,1,1,1,2,3,1,1,8.99,4,1,8,No
S05490,0,0,1,0,0,1,1,0,1,0,9,9,5,7,7.04,0,2,5,Yes
S05491,1,1,1,1,0,1,1,0,1,1,3,8,8,2,8.58,6,1,0,Yes
S05492,0,1,0,1,1,1,0,1,0,0,9,5,6,10,7.16,3,2,7,Yes
S05493,0,0,1,0,0,1,0,0,0,1,9,2,10,9,6.11,7,0,4,No
S05494,1,1,1,1,1,1,1,1,0,0,3,5,4,6,9.8,6,1,6,Yes
S05495,1,1,1,1,0,1,1,0,0,0,5,5,9,2,7.69,8,0,3,Yes
S05496,1,1,1,1,1,1,0,0,0,1,8,7,9,3,5.34,4,2,3,Yes
S05497,0,1,1,1,1,1,1,0,0,0,7,7,2,7,5.65,2,2,3,No
S05498,0,1,0,0,1,1,0,0,1,0,7,6,8,1,7.96,5,3,3,Yes
S05499,0,0,1,1,1,0,1,1,0,0,9,1,3,3,6.07,0,2,0,No
S05500,0,0,1,1,1,1,0,0,0,0,5,8,5,1,8.36,8,2,7,Yes
S05501,1,0,1,1,0,1,0,1,0,1,1,1,1,7,6.67,1,3,1,No
S05502,1,1,1,1,1,0,0,0,0,0,3,5,3,1,5.46,8,2,2,No
S05503,1,0,1,1,0,0,1,0,0,1,5,8,4,1,7.57,8,3,0,No
S05504,1,1,1,0,0,1,1,1,0,0,7,2,7,5,9.87,8,3,8,Yes
S05505,1,1,0,0,1,1,0,1,1,0,9,10,3,4,7.63,2,0,1,No
S05506,1,1,0,0,0,1,1,0,1,0,9,10,5,7,7.41,0,0,8,Yes
S05507,1,0,1,0,1,1,1,0,0,0,5,7,9,9,6.36,2,3,2,Yes
S05508,1,1,0,0,0,1,0,0,0,0,10,6,5,5,8.6,4,0,4,Yes
S05509,1,1,0,0,0,0,0,1,1,0,4,1,4,9,7.72,2,0,0,No
S05510,1,0,1,1,1,1,1,0,0,0,3,9,7,5,8.89,4,3,7,Yes
S05511,1,1,1,1,0,0,0,0,0,1,5,9,9,2,7.91,4,1,4,Yes
S05512,0,1,1,0,1,1,1,0,0,0,9,10,4,1,6.11,3,0,1,No
S05513,0,1,1,0,0,0,1,0,0,0,9,1,9,10,9.76,4,1,7,Yes
S05514,0,0,0,1,0,0,0,0,1,0,1,3,8,8,6.91,6,0,5,No
S05515,1,1,0,0,1,1,0,1,0,1,5,1,2,9,8.02,7,0,4,No
S05516,0,1,1,1,0,0,1,1,0,0,8,9,1,5,9.23,4,2,6,Yes
S05517,0,0,1,0,0,1,0,1,0,0,9,9,7,3,8.41,4,3,5,Yes
S05518,0,1,0,0,1,1,0,0,0,0,8,2,1,5,6.18,2,2,0,No
S05519,1,1,0,0,1,1,0,0,1,0,1,10,7,8,7.11,7,3,3,Yes
S05520,0,0,1,1,0,1,1,0,0,0,2,5,7,4,7.43,2,2,1,No
S05521,0,1,1,0,1,0,1,1,1,1,6,3,9,2,5.03,8,1,1,No
S05522,0,1,0,0,0,0,1,0,0,0,9,10,6,8,8.86,3,3,3,Yes
S05523,0,1,0,0,0,0,1,0,0,0,2,10,7,10,5.09,5,3,5,Yes
S05524,1,1,0,1,1,0,1,0,0,0,8,6,9,5,6.14,6,3,1,Yes
S05525,1,0,0,1,1,0,0,0,1,0,5,9,8,4,6.22,1,1,0,No
S05526,1,1,0,1,0,0,1,0,0,0,8,8,1,5,9.01,7,2,6,Yes
S05527,0,1,0,1,1,1,1,0,1,0,2,10,4,6,6.59,8,1,7,Yes
S05528,1,0,0,1,0,0,1,0,1,0,3,3,10,9,5.14,6,0,5,No
S05529,1,1,0,1,1,1,1,0,1,0,10,10,5,10,5.82,4,2,1,Yes
S05530,1,1,0,1,0,1,1,0,0,0,3,1,10,9,9.2,2,0,0,No
S05531,1,1,0,0,0,0,1,0,0,0,1,4,9,9,7.55,8,2,5,Yes
S05532,1,1,1,1,1,1,1,1,0,0,2,9,10,5,8.44,2,0,0,Yes
S05533,0,1,0,1,1,1,1,0,0,0,5,8,7,8,5.89,7,2,4,Yes
S05534,0,1,1,1,1,0,1,0,0,0,3,7,6,4,8.2,8,1,5,Yes
S05535,1,1,1,0,0,1,0,0,0,0,2,9,4,6,6.51,3,1,6,No
S05536,1,0,0,1,1,1,0,0,0,0,3,3,2,9,5.88,3,3,3,No
S05537,1,0,0,1,1,1,0,0,0,0,7,8,6,8,6.18,7,1,7,Yes
S05538,0,1,1,0,1,1,1,0,1,0,2,10,8,5,8.35,6,3,3,Yes
S05539,1,1,0,0,0,1,0,0,1,0,9,6,5,10,9.55,6,2,3,Yes
S05540,1,1,0,1,1,0,0,0,0,0,3,4,1,4,9.75,0,0,8,No
S05541,1,1,1,1,1,0,0,1,1,1,9,5,9,9,6.93,0,1,6,Yes
S05542,0,0,0,1,1,0,1,0,0,0,10,7,3,5,5.12,8,0,4,No
S05543,0,0,1,1,1,0,1,1,0,0,2,1,6,4,6.99,5,1,5,No
S05544,0,1,1,1,0,0,1,0,0,0,6,3,6,9,8.77,2,1,3,No
S05545,0,1,0,1,0,1,1,0,0,0,9,6,7,1,9.57,7,1,7,Yes
S05546,1,1,0,1,0,1,1,1,0,0,2,10,6,9,8.31,0,1,6,Yes
S05547,1,1,1,1,1,1,1,0,0,0,7,6,3,10,5.5,1,3,5,Yes
S05548,1,0,1,0,1,0,0,1,0,0,6,2,4,4,5.05,6,3,0,No
S05549,1,0,0,1,1,0,0,0,0,0,1,9,5,2,6.34,0,0,3,No
S05550,1,1,0,0,1,0,1,0,1,0,5,6,5,9,6.3,0,2,0,No
S05551,1,1,0,0,1,1,0,0,1,0,2,8,1,1,6.15,5,3,7,Yes
S05552,1,1,0,0,1,0,0,1,1,0,1,9,6,8,9.41,4,2,5,Yes
S05553,0,0,0,1,1,0,0,1,0,0,5,2,5,1,8.63,5,2,3,No
S05554,0,0,0,1,0,0,0,0,0,1,2,10,9,7,5.28,0,3,8,No
S05555,0,1,1,1,0,0,1,0,1,1,7,4,5,9,9.86,4,1,6,Yes
S05556,0,0,1,0,1,1,0,1,0,0,10,1,7,2,6.86,1,1,5,No
S05557,1,1,1,1,0,1,0,0,0,1,6,3,9,5,9.93,4,1,4,Yes
S05558,0,1,1,1,0,1,0,1,1,0,7,5,7,7,9.53,4,1,2,Yes
S05559,1,0,0,1,1,1,1,0,0,0,9,4,10,1,7.88,5,3,7,Yes
S05560,0,1,0,1,1,1,0,1,0,0,1,9,3,5,9.91,2,2,0,No
S05561,1,0,1,0,0,1,1,0,1,1,2,10,9,10,9.82,7,0,7,Yes
S05562,0,1,0,1,0,1,0,0,1,1,1,5,7,5,5.62,7,1,3,No
S05563,1,1,0,0,1,1,1,0,0,0,5,3,10,6,5.78,6,0,0,Yes
S05564,1,1,0,1,0,1,0,0,0,1,10,5,8,6,6.09,7,1,6,Yes
S05565,0,1,0,1,1,1,1,0,1,1,9,9,5,1,9.77,1,1,0,Yes
S05566,1,1,0,1,0,1,1,0,0,1,10,9,4,7,8.75,2,1,5,Yes
S05567,0,1,0,0,0,0,1,0,1,0,7,3,8,10,9.12,8,1,4,Yes
S05568,0,1,0,0,1,0,1,1,0,0,7,6,5,8,6.47,4,1,4,No
S05569,0,1,1,0,0,1,0,0,0,0,8,5,6,6,7.63,3,0,8,No
S05570,0,0,0,1,0,0,0,0,0,1,4,5,2,6,8.49,6,2,6,No
S05571,0,1,1,0,1,1,0,0,0,0,10,1,9,7,6.56,3,0,0,No
S05572,1,0,1,1,1,1,0,0,0,1,2,2,9,2,9.08,4,0,8,Yes
S05573,0,1,1,1,0,1,1,0,1,0,1,2,8,10,9.36,7,3,3,Yes
S05574,0,1,1,0,1,0,0,0,0,0,1,2,7,1,7.55,0,3,5,No
S05575,0,1,0,1,1,0,1,0,0,0,3,3,5,1,7.35,6,1,3,No
S05576,1,1,1,1,1,0,1,0,0,1,10,7,7,7,6.62,2,0,0,No
S05577,0,1,1,1,0,1,1,0,1,0,5,4,6,7,5.25,3,2,5,No
S05578,0,1,0,0,1,0,0,1,0,1,5,1,2,1,7.41,8,1,8,No
S05579,0,1,1,1,1,0,1,0,0,0,1,1,8,7,5.13,5,3,6,No
S05580,1,0,0,1,0,0,1,0,0,0,2,9,6,9,5.23,6,1,8,Yes
S05581,1,1,0,1,1,0,1,0,1,0,9,5,9,8,8.14,6,2,1,Yes
S05582,1,0,1,0,0,0,1,0,1,1,7,9,10,8,6.39,6,3,1,Yes
S05583,0,1,0,1,0,0,1,0,1,0,5,4,6,7,9.03,7,3,6,Yes
S05584,0,0,0,0,0,0,0,1,0,0,6,2,7,5,5.38,4,1,5,No
S05585,1,1,1,0,1,0,1,0,0,1,6,7,4,5,9.87,3,3,5,Yes
S05586,1,0,0,1,0,1,1,1,1,0,6,4,4,4,7.18,0,1,8,Yes
S05587,1,1,1,1,1,1,0,1,1,0,5,10,2,7,9.3,0,3,4,Yes
S05588,1,1,1,1,0,1,0,1,1,1,5,9,9,5,6.09,3,3,6,Yes
S05589,0,1,1,0,1,0,1,0,1,0,8,9,5,2,7.24,7,2,8,Yes
S05590,0,1,1,1,0,1,1,1,0,1,7,5,4,3,9.6,8,0,3,Yes
S05591,1,0,1,1,0,1,1,0,0,1,10,9,9,5,5.35,8,0,3,Yes
S05592,1,0,1,0,1,1,1,0,0,0,4,7,1,8,5.24,1,1,2,No
S05593,1,0,0,1,0,1,0,0,1,0,6,10,3,10,7.73,7,3,6,Yes
S05594,0,1,0,1,1,1,1,0,0,0,10,3,9,3,5.81,8,0,5,Yes
S05595,1,0,0,0,1,0,1,0,0,0,8,1,10,4,8.34,5,1,3,Yes
S05596,1,1,1,0,0,1,1,0,1,0,10,4,8,6,7.53,5,1,4,Yes
S05597,1,1,1,1,0,1,0,0,0,0,5,1,3,10,8.01,6,0,0,No
S05598,0,0,1,0,0,1,0,1,1,0,5,9,1,6,9.73,7,2,5,Yes
S05599,0,1,1,1,1,1,0,0,0,0,8,10,3,1,9.82,2,3,4,Yes
S05600,0,1,1,1,1,1,1,0,0,1,10,1,5,6,8.77,6,2,4,Yes
S05601,1,1,1,0,1,0,0,0,1,0,6,5,8,2,6.13,0,3,2,No
S05602,1,1,0,1,1,1,1,0,1,0,9,7,10,8,8.18,0,0,3,Yes
S05603,1,1,0,1,1,1,0,1,0,0,1,8,10,3,6.89,5,0,0,No
S05604,0,1,0,1,0,0,1,0,0,0,7,6,1,3,9.08,7,2,1,Yes
S05605,1,0,0,0,1,1,1,0,0,1,10,1,6,3,8.88,6,1,7,Yes
S05606,0,0,0,1,1,0,0,0,0,0,3,10,2,10,5.88,2,0,4,No
S05607,0,0,1,1,1,1,0,0,0,0,8,4,4,3,6.88,7,2,7,Yes
S05608,0,1,0,1,0,1,1,0,0,0,2,1,5,3,5.05,1,2,2,No
S05609,1,0,0,0,1,1,1,1,0,0,2,5,5,4,6.82,1,0,6,No
S05610,1,0,1,1,0,0,1,1,1,1,7,5,4,3,5.59,4,0,1,No
S05611,1,1,0,1,0,0,0,1,1,0,10,1,7,10,9.87,3,0,5,Yes
S05612,0,1,1,1,0,1,0,0,0,0,2,3,9,5,7.44,4,3,2,Yes
S05613,0,1,1,1,1,1,1,0,1,0,1,2,6,9,5.85,6,1,3,No
S05614,1,1,1,0,0,0,1,0,0,0,1,6,2,10,8.34,6,3,6,Yes
S05615,1,1,1,0,1,0,1,0,0,0,6,9,2,8,9.52,6,2,5,Yes
S05616,0,1,1,1,0,1,1,0,0,0,6,6,5,4,8.46,5,2,4,Yes
S05617,0,1,0,1,1,0,1,0,0,0,2,10,10,9,7.52,5,3,0,Yes
S05618,1,1,1,1,0,1,0,1,0,1,9,8,3,5,8.55,5,3,4,Yes
S05619,0,1,0,1,0,1,1,0,0,0,6,3,4,1,5.73,1,0,7,No
S05620,1,0,0,1,0,0,0,0,0,0,3,1,3,10,9.24,6,2,2,No
S05621,1,0,0,0,1,1,0,0,0,0,9,1,4,2,6.78,4,1,1,No
S05622,0,1,1,1,0,1,1,0,1,0,1,1,1,8,8.04,5,2,0,No
S05623,0,1,1,0,1,1,0,1,0,1,1,6,1,5,6.59,6,2,4,No
S05624,0,1,1,1,1,1,1,0,1,1,3,8,3,4,9.61,7,2,2,Yes
S05625,1,1,0,1,0,0,0,1,0,0,2,5,9,10,6.54,4,1,5,Yes
S05626,0,1,0,0,1,0,0,0,0,0,4,9,3,8,7.41,0,3,4,No
S05627,1,0,1,1,0,0,0,0,0,0,6,7,10,1,5.78,0,0,7,No
S05628,1,1,1,0,0,0,1,0,1,0,4,3,1,1,5.32,4,0,4,No
S05629,1,0,0,1,1,0,1,1,0,0,7,10,3,4,8.17,6,2,8,Yes
S05630,1,0,0,0,0,0,1,0,1,0,9,10,8,9,9.41,4,3,8,Yes
S05631,0,1,0,1,0,0,0,0,0,0,1,8,2,2,7.66,6,1,5,No
S05632,0,1,0,1,0,0,1,1,1,1,6,1,3,9,6.73,3,2,0,No
S05633,1,1,1,1,0,0,1,0,0,0,8,5,1,1,5.68,0,1,3,No
S05634,1,1,0,0,1,0,1,0,0,1,4,6,2,2,5.12,4,2,3,No
S05635,1,1,0,0,1,0,0,0,0,0,1,3,2,9,7.32,5,2,5,No
S05636,1,0,0,0,0,0,0,1,0,0,8,6,10,2,6.78,6,0,0,No
S05637,0,0,1,0,1,1,0,0,0,1,8,4,6,3,5.42,4,3,4,No
S05638,0,0,0,1,1,0,1,0,1,1,4,4,3,1,6.32,2,0,5,No
S05639,1,1,0,1,1,1,0,0,0,1,5,2,5,10,7.14,7,0,0,No
S05640,1,1,1,0,1,0,1,0,0,0,10,7,4,9,7.24,1,3,7,Yes
S05641,0,1,1,0,1,0,1,1,1,0,8,7,4,6,7.24,6,1,0,Yes
S05642,0,1,1,0,1,0,1,0,1,0,1,4,1,7,9.69,5,2,3,Yes
S05643,1,1,0,1,0,0,0,0,0,0,3,6,5,3,9.2,7,0,1,No
S05644,1,1,1,0,0,0,0,0,0,0,6,1,2,3,5.33,7,0,1,No
S05645,0,1,0,1,0,1,0,1,0,1,4,9,3,3,7.22,7,0,6,No
S05646,1,0,0,1,1,1,1,0,0,1,4,3,9,7,6.69,1,1,3,No
S05647,1,0,1,1,1,1,1,0,1,0,1,4,2,5,7.69,3,3,1,No
S05648,0,1,0,1,0,1,1,1,0,0,9,6,3,1,5.98,1,1,3,No
S05649,0,0,0,0,0,0,0,1,1,0,6,6,3,3,7.92,8,2,5,No
S05650,0,1,1,1,0,0,0,0,0,0,2,7,2,10,9.12,4,0,5,Yes
S05651,0,1,0,1,0,1,0,1,0,1,5,3,2,6,5.3,7,2,0,No
